gene_name	difference	logpval	significant
EIF4A3	-0.2962961	NA	NA
EIF4B	0.2630710333333333	NA	NA
EIF4E	0.9544543999999999	NA	NA
EIF4E2	-0.2900006	NA	NA
EIF4EBP1	0.5474591	NA	NA
EIF4EBP2	-0.32435696666666664	NA	NA
EIF4EBP3	-1.130965	NA	NA
EIF4ENIF1	0.070919658	NA	NA
EIF4G1	-0.38676736666666667	NA	NA
EIF4G2	-0.025217366666666657	NA	NA
EIF4G3	0.6111770666666667	NA	NA
EIF4H	0.3556919333333333	NA	NA
EIF5	-1.2380709333333333	NA	NA
EIF5A	-0.12473553666666666	NA	NA
EIF5AL1	-0.21733521133333336	NA	NA
EIF5B	1.41039784749349	1.51869935895573	NA
EIF6	-0.338337739308675	1.6211615355756	+
ELAC2	-0.8814292666666667	NA	NA
ELAVL1	0.28087493333333335	NA	NA
ELF1	1.098766	NA	NA
ELF2	1.6503083333333333	NA	NA
ELF3	0.9659038	NA	NA
ELF4	0.29734736666666667	NA	NA
ELFN1	-0.7088392	NA	NA
ELK1	0.9734070666666667	NA	NA
ELK4	0.7503759966666667	NA	NA
ELL	0.8115126333333333	NA	NA
ELL2	0.7668587	NA	NA
ELL3	0.07817292333333334	NA	NA
ELMO2	0.14066868666666665	NA	NA
ELMO3	-1.0013453333333333	NA	NA
ELMOD3	-0.15946964666666666	NA	NA
ELMSAN1	0.532476345698039	1.36199869292048	NA
ELOF1	0.22151676666666667	NA	NA
ELOVL1	-0.42906856666666665	NA	NA
ELOVL5	0.7613870333333334	NA	NA
ELOVL6	0.4559359	NA	NA
ELOVL7	1.3911279666666667	NA	NA
ELP2	-0.4213503	NA	NA
ELP3	-0.29296706666666666	NA	NA
ELP4	0.5112199666666667	NA	NA
ELP5	0.2926110333333333	NA	NA
ELP6	-0.7355590666666667	NA	NA
EMB	0.4696340366666667	NA	NA
EMC1	-0.6969413666666666	NA	NA
EMC10	0.37373083333333335	NA	NA
EMC2	1.0675007333333333	NA	NA
EMC3	-0.060335940666666664	NA	NA
EMC3-AS1	-0.8988359333333333	NA	NA
EMC4	0.496014912923177	1.85578010324461	NA
EMC6	0.417151610056559	0.820247871877262	NA
EMC7	0.3602733666666667	NA	NA
EMC8	0.22199023333333334	NA	NA
EMC9	-0.19970116666666668	NA	NA
EMD	0.5356631000000001	NA	NA
EME1	-0.6504222666666667	NA	NA
EMG1	0.2804967666666667	NA	NA
EMID1	-0.43543410000000005	NA	NA
EML1	0.018565599999999988	NA	NA
EML2	0.11474561333333333	NA	NA
EML3	-0.49498956666666666	NA	NA
EML4	0.33981136666666667	NA	NA
EMP2	-0.3067819566666667	NA	NA
EMP3	-1.1435736666666667	NA	NA
ENC1	1.314895	NA	NA
ENDOD1	0.3353556666666667	NA	NA
ENDOG	-0.43629335333333336	NA	NA
ENDOV	-0.5090279666666666	NA	NA
ENGASE	-0.40103659999999997	NA	NA
ENKD1	0.22074829999999998	NA	NA
ENO1	-1.5736826666666666	NA	NA
ENO2	-1.9755124	NA	NA
ENOPH1	1.91126934687297	1.5341750469171	NA
ENOSF1	-0.5449740000000001	NA	NA
ENOX2	0.3332236	NA	NA
ENSA	0.46437246666666665	NA	NA
ENTHD2	-0.7432250333333333	NA	NA
ENTPD2	-0.7702496666666666	NA	NA
ENTPD4	-1.1529996	NA	NA
ENTPD5	-0.5772172333333333	NA	NA
ENTPD6	-0.9866070333333333	NA	NA
ENY2	0.4684643666666667	NA	NA
EP300	-0.15022864	NA	NA
EP400	-0.926504015922546	1.57807615731825	NA
EP400NL	-0.382407	NA	NA
EPAS1	0.5429613333333333	NA	NA
EPB41	0.5753812666666667	NA	NA
EPB41L1	0.08786129000000001	NA	NA
EPB41L2	-0.46154070333333336	NA	NA
EPB41L4A-AS1	0.6980713666666667	NA	NA
EPB41L4B	0.7307113333333334	NA	NA
EPB41L5	1.3134119333333334	NA	NA
EPC1	-0.1791856	NA	NA
EPCAM	0.5488753333333334	NA	NA
EPDR1	-0.05212733333333334	NA	NA
EPG5	0.37288493333333333	NA	NA
EPHA1	-0.8197363	NA	NA
EPHA2	1.7185176666666666	NA	NA
EPHA4	-0.05784320000000002	NA	NA
EPHB2	-0.800778	NA	NA
EPHB3	0.8483568666666667	NA	NA
EPHB4	-0.015556499999999994	NA	NA
EPHB6	-1.7457236666666667	NA	NA
EPHX1	-0.4807826666666667	NA	NA
EPHX2	-0.5525802666666666	NA	NA
EPN1	0.3645997	NA	NA
EPN2	-0.13074033333333335	NA	NA
EPN3	-0.29465023333333334	NA	NA
EPOR	-0.566172	NA	NA
EPPK1	-0.463217973709106	0.710795394531103	NA
EPRS	-0.408512592315674	1.27388099597009	NA
EPS15	0.7900366633333333	NA	NA
EPS15L1	0.14803726666666667	NA	NA
EPS8L1	-0.0124689737955729	0.0297491512168505	NA
EPS8L2	-0.47286763333333337	NA	NA
EPT1	0.3327644	NA	NA
ERAL1	-0.18002256666666666	NA	NA
ERAP1	-0.28143725666666664	NA	NA
ERBB2	-0.11558024333333333	NA	NA
ERBB2IP	1.1034193333333333	NA	NA
ERBB3	0.19680564	NA	NA
ERC1	-0.4349689666666667	NA	NA
ERCC1	-0.5199240333333334	NA	NA
ERCC2	-0.377563714981079	1.14232408819694	NA
ERCC3	-0.34840329999999997	NA	NA
ERCC5	0.4492701	NA	NA
ERCC6L	0.5031405333333333	NA	NA
ERCC8	-0.023407633333333327	NA	NA
ERF	0.3910609666666667	NA	NA
ERGIC1	-0.5182932333333333	NA	NA
ERGIC2	0.00875300000000001	NA	NA
ERGIC3	-0.47894526666666665	NA	NA
ERH	0.1170973777771	0.501869377497347	NA
ERI2	0.5375929833333334	NA	NA
ERI3	-0.3542134	NA	NA
ERICH1	-0.38790562333333334	NA	NA
ERICH2	0.4542033	NA	NA
ERLEC1	0.723441	NA	NA
ERLIN1	0.20630225	NA	NA
ERLIN2	-0.3393849666666667	NA	NA
ERMARD	-0.8170728666666667	NA	NA
ERMP1	0.8106209	NA	NA
ERN1	0.45840733333333333	NA	NA
ERO1L	-0.09233737333333333	NA	NA
ERP29	0.11536533666666665	NA	NA
ERP44	0.4695917	NA	NA
ERRFI1	-0.36528510000000003	NA	NA
ERV3-1	-0.03682502	NA	NA
ESCO1	1.3450696333333334	NA	NA
ESD	-0.14952468333333332	NA	NA
ESPL1	-0.32494123333333336	NA	NA
ESPN	-0.259012738863627	0.832269028110245	NA
ESR1	0.11257329999999999	NA	NA
ESRP1	1.101572	NA	NA
ESRP2	-0.809560775756836	3.54372530178826	+
ESRRA	0.547811	NA	NA
ESYT1	-0.760649045308431	2.31046377949751	+
ESYT2	-0.206915302	NA	NA
ETF1	0.8066575333333332	NA	NA
ETFA	0.9993176333333333	NA	NA
ETFB	-0.3662897666666667	NA	NA
ETFDH	-0.7292517333333333	NA	NA
ETHE1	0.4612522	NA	NA
ETNK1	1.0051389333333334	NA	NA
ETNK2	-0.03639745666666666	NA	NA
ETS2	-0.09663805666666667	NA	NA
ETV4	0.149617364	NA	NA
ETV5	0.08126199999999999	NA	NA
ETV6	0.11578372	NA	NA
EVA1B	0.84832266	NA	NA
EVI5L	0.2634702666666667	NA	NA
EVL	-1.0844306666666668	NA	NA
EVPL	-0.4664986666666667	NA	NA
EWSR1	-0.7930714333333333	NA	NA
EXD2	-0.07836532133333333	NA	NA
EXD3	0.6484009	NA	NA
EXO1	0.28987432333333335	NA	NA
EXOC1	0.3360637666666667	NA	NA
EXOC2	-0.4557097	NA	NA
EXOC3	-1.5087033333333333	NA	NA
EXOC4	0.36160896666666664	NA	NA
EXOC7	-0.46007823333333336	NA	NA
EXOSC1	0.27001506666666664	NA	NA
EXOSC10	-0.8008363333333333	NA	NA
EXOSC2	-0.9338840666666667	NA	NA
EXOSC3	0.8140113	NA	NA
EXOSC4	-0.765267531077067	1.44527369398705	+
EXOSC5	0.11474624966666667	NA	NA
EXOSC6	-0.553474346796672	1.06240763136912	+
EXOSC7	0.316094239552816	2.5466464249174	+
EXOSC8	0.4639879666666667	NA	NA
EXOSC9	-0.4909426333333333	NA	NA
EXT1	0.14401867333333332	NA	NA
EXT2	-0.12424818666666668	NA	NA
EXTL2	0.1565637	NA	NA
EXTL3	0.013694050000000001	NA	NA
EYA2	-1.7313373333333333	NA	NA
EYA3	0.6612959666666667	NA	NA
EZH1	0.8294159	NA	NA
EZH2	-0.11967730666666668	NA	NA
EZR	0.5097591333333333	NA	NA
F11R	0.7095964666666666	NA	NA
F12	-0.24025549999999998	NA	NA
F2RL1	0.46696696	NA	NA
F8A1	-1.8717536666666665	NA	NA
FA2H	0.21252296666666667	NA	NA
FAAH	-0.8939239666666666	NA	NA
FABP5	0.3690544	NA	NA
FADD	-1.2026	NA	NA
FADS1	-0.2877247253333333	NA	NA
FADS2	-0.21529803333333333	NA	NA
FADS3	-1.4919586666666667	NA	NA
FAF1	0.5943663	NA	NA
FAF2	-0.06877326666666667	NA	NA
FAH	-0.4574083333333333	NA	NA
FAHD1	-0.34946093333333333	NA	NA
FAHD2A	-0.3776193666666667	NA	NA
FAHD2B	-0.3613263666666667	NA	NA
FAHD2CP	-1.208523	NA	NA
FAIM	-0.06759966666666668	NA	NA
FAM102A	-0.5114692	NA	NA
FAM102B	2.0347576666666667	NA	NA
FAM103A1	0.8786339333333334	NA	NA
FAM104A	0.8976191	NA	NA
FAM104B	0.03190072	NA	NA
FAM107B	2.0317670000000003	NA	NA
FAM109A	-0.3108509666666667	NA	NA
FAM110A	1.0978567666666668	NA	NA
FAM110C	0.7254460333333334	NA	NA
FAM111A	0.09803333333333332	NA	NA
FAM114A1	0.559416	NA	NA
FAM114A2	-0.8557217666666667	NA	NA
FAM115A	0.8338356666666666	NA	NA
FAM117A	0.7366429	NA	NA
FAM118A	0.26326303333333334	NA	NA
FAM118B	0.010219533333333327	NA	NA
FAM120A	0.6240924366666667	NA	NA
FAM120AOS	0.11778003000000001	NA	NA
FAM120B	-0.8690056333333334	NA	NA
FAM120C	-0.5256449333333333	NA	NA
FAM122B	0.46550331	NA	NA
FAM127A	-0.1494894	NA	NA
FAM127B	-0.38530590333333337	NA	NA
FAM127C	-1.1457529666666666	NA	NA
FAM129B	-0.2809233666666667	NA	NA
FAM131A	0.7844037333333334	NA	NA
FAM131C	0.5622277	NA	NA
FAM134A	0.2854140666666667	NA	NA
FAM134C	0.15063738333333332	NA	NA
FAM136A	0.24838847666666666	NA	NA
FAM138A	0.24838847666666666	NA	NA
FAM149B1	0.098825632	NA	NA
FAM155B	-0.6887727	NA	NA
FAM156A	-0.19252199333333334	NA	NA
FAM156B	-0.6182077666666667	NA	NA
FAM160A2	0.6980363666666667	NA	NA
FAM160B2	-0.5104403333333333	NA	NA
FAM162A	-1.0237152666666667	NA	NA
FAM168A	-0.05359362866666667	NA	NA
FAM168B	0.3984	NA	NA
FAM171A2	-0.07605386666666665	NA	NA
FAM172A	0.28581813333333334	NA	NA
FAM173A	0.27880597114563	0.201141756001131	NA
FAM173B	-1.391422	NA	NA
FAM174A	1.0190912666666667	NA	NA
FAM174B	-0.356961409250895	1.22690122927471	NA
FAM175B	1.0737293	NA	NA
FAM177A1	1.430698	NA	NA
FAM178A	-0.22352556666666668	NA	NA
FAM178B	-0.6242226	NA	NA
FAM185A	0.254326701164246	0.512040503828659	NA
FAM188A	-0.36457560666666666	NA	NA
FAM189B	-0.08169494	NA	NA
FAM192A	0.25278433333333333	NA	NA
FAM193A	0.11224633333333334	NA	NA
FAM193B	-0.17045196333333332	NA	NA
FAM195A	0.720816	NA	NA
FAM195B	0.48560206666666667	NA	NA
FAM199X	1.3130160333333334	NA	NA
FAM19A5	-0.18128826666666667	NA	NA
FAM201A	0.05793016866666667	NA	NA
FAM203A	-0.9871456666666667	NA	NA
FAM204A	1.7030763333333334	NA	NA
FAM206A	1.1711116666666668	NA	NA
FAM207A	-0.16145673333333332	NA	NA
FAM208B	0.8314086666666667	NA	NA
FAM20B	-0.18288431	NA	NA
FAM20C	-0.6513652333333333	NA	NA
FAM210A	0.208682954311371	0.437852724845275	NA
FAM210B	0.22863673333333334	NA	NA
FAM213A	0.4458049	NA	NA
FAM213B	-1.10923262437185	2.08848013507437	NA
FAM214A	0.3695415	NA	NA
FAM214B	1.070328	NA	NA
FAM216A	-0.28739306666666664	NA	NA
FAM219A	0.3423734	NA	NA
FAM219B	0.6987437666666667	NA	NA
FAM21A	-0.10631902666666666	NA	NA
FAM21C	-0.11723734333333335	NA	NA
FAM220A	0.9648916333333334	NA	NA
FAM222B	-0.6396650333333334	NA	NA
FAM24B	1.2697893333333334	NA	NA
FAM25A	0.284623	NA	NA
FAM32A	0.38245473333333335	NA	NA
FAM3A	-0.16869051666666668	NA	NA
FAM3C	0.7839116733333333	NA	NA
FAM45B	0.5544221	NA	NA
FAM46A	0.16346446666666667	NA	NA
FAM46C	0.8211735	NA	NA
FAM49B	1.1982966666666666	NA	NA
FAM50A	0.007478396666666665	NA	NA
FAM50B	0.3032416	NA	NA
FAM53B	0.9925277	NA	NA
FAM53C	-0.41917333333333334	NA	NA
FAM57A	-1.7723196666666667	NA	NA
FAM58A	0.8183793666666667	NA	NA
FAM60A	1.3289213	NA	NA
FAM63A	0.3413870333333333	NA	NA
FAM64A	0.8223562999999999	NA	NA
FAM65A	0.5374380666666667	NA	NA
FAM69A	0.43031478333333334	NA	NA
FAM69B	-0.2208514	NA	NA
FAM71E1	-0.7039571666666666	NA	NA
FAM72B	2.4898296666666666	NA	NA
FAM72C	2.820803	NA	NA
FAM73B	-0.27010636666666665	NA	NA
FAM83D	1.0228551333333333	NA	NA
FAM83G	-0.16094771666666666	NA	NA
FAM83H	-1.19732	NA	NA
FAM83H-AS1	-2.8509219999999997	NA	NA
FAM84B	0.33990343333333334	NA	NA
FAM86A	-0.870811	NA	NA
FAM86B2	-1.2152316666666667	NA	NA
FAM86C1	-2.419815	NA	NA
FAM86C2P	-1.3469446666666667	NA	NA
FAM86DP	-1.7684760000000002	NA	NA
FAM86JP	-2.0056106666666667	NA	NA
FAM89A	0.05808865666666665	NA	NA
FAM89B	0.7032053	NA	NA
FAM8A1	1.26630938053131	1.04488113333824	NA
FAM91A1	1.527897	NA	NA
FAM96A	1.0787706	NA	NA
FAM96B	0.6116161333333333	NA	NA
FAM98A	-0.45597319999999997	NA	NA
FAM98B	0.2893057	NA	NA
FAM98C	0.439691305160522	0.64981937040391	NA
FANCA	0.9593941333333332	NA	NA
FANCC	-0.594249	NA	NA
FANCD2	-0.988951365152995	1.53271778033278	NA
FANCE	0.8937367333333333	NA	NA
FANCF	-0.3878820333333333	NA	NA
FANCG	-0.11359103333333334	NA	NA
FANCI	-1.068214	NA	NA
FANCL	-0.8843010333333333	NA	NA
FANK1	-0.9605563666666667	NA	NA
FAR1	1.0224670569102	0.876233908398496	NA
FARP1	-0.748732248942057	2.01789921749722	NA
FARS2	-0.03392275333333333	NA	NA
FARSA	-1.0876039666666666	NA	NA
FARSB	-0.600828806559245	1.53961449138385	NA
FASN	0.255206902821859	1.17879576392948	NA
FASTK	-0.023259500000000002	NA	NA
FASTKD2	-0.17128865633333334	NA	NA
FASTKD3	0.06324049999999999	NA	NA
FASTKD5	-0.9670200666666666	NA	NA
FAT1	-1.0875466333333332	NA	NA
FAU	0.11562508010000001	NA	NA
FAXDC2	0.037894886666666676	NA	NA
FBF1	-0.40734533333333334	NA	NA
FBL	-0.06546308	NA	NA
FBP1	-0.34140936666666666	NA	NA
FBRS	0.6557107	NA	NA
FBRSL1	-0.5382753033333333	NA	NA
FBXL12	0.9285313000000001	NA	NA
FBXL14	-0.12625900333333331	NA	NA
FBXL15	1.1485533333333333	NA	NA
FBXL16	1.2156313333333333	NA	NA
FBXL18	-0.6216773	NA	NA
FBXL19	-0.7171992333333334	NA	NA
FBXL4	0.6102684333333334	NA	NA
FBXL5	1.3109813	NA	NA
FBXL6	-0.4523786	NA	NA
FBXL8	0.8654459866666667	NA	NA
FBXO11	0.8505516666666666	NA	NA
FBXO16	0.6231880000000001	NA	NA
FBXO17	0.33327293333333335	NA	NA
FBXO18	-0.3184866666666667	NA	NA
FBXO21	0.248031	NA	NA
FBXO22	0.9037639666666667	NA	NA
FBXO22-AS1	0.9436083666666667	NA	NA
FBXO25	-0.014945668333333334	NA	NA
FBXO27	1.0071836666666667	NA	NA
FBXO28	0.195601940155029	0.241387293600011	NA
FBXO3	0.37596636666666666	NA	NA
FBXO31	0.09805130666666667	NA	NA
FBXO32	1.2469356666666667	NA	NA
FBXO34	0.8574653666666667	NA	NA
FBXO36	1.4840863333333334	NA	NA
FBXO38	-0.4790813333333333	NA	NA
FBXO4	-0.2555652666666667	NA	NA
FBXO42	0.3927756666666667	NA	NA
FBXO44	0.41262599666666666	NA	NA
FBXO45	1.5964856333333333	NA	NA
FBXO46	0.5317126333333333	NA	NA
FBXO5	2.225114	NA	NA
FBXO6	0.6397737	NA	NA
FBXO7	-0.1658681	NA	NA
FBXO8	0.8719058333333333	NA	NA
FBXW11	0.5655493666666667	NA	NA
FBXW2	0.49025704466666664	NA	NA
FBXW4	0.4903973	NA	NA
FBXW4P1	0.28113429	NA	NA
FBXW5	0.37101236666666665	NA	NA
FBXW7	0.1164687	NA	NA
FBXW8	-0.7445079666666666	NA	NA
FBXW9	0.08559498333333333	NA	NA
FCF1	0.7754396333333334	NA	NA
FCGRT	0.7016074	NA	NA
FCHO1	0.2381161	NA	NA
FCHSD1	-0.5406863333333334	NA	NA
FCHSD2	1.0951297	NA	NA
FDFT1	1.5680063333333334	NA	NA
FDPS	0.12379614	NA	NA
FDX1	0.6711137333333334	NA	NA
FDX1L	0.3674003	NA	NA
FDXR	0.6123976666666666	NA	NA
FECH	0.46007375666666667	NA	NA
FEM1A	-0.4248953	NA	NA
FEM1B	2.221769	NA	NA
FEN1	-0.9965782333333334	NA	NA
FER1L4	-1.189576	NA	NA
FERMT2	1.1339223666666667	NA	NA
FES	-0.2440164	NA	NA
FEZ2	0.15772526666666667	NA	NA
FGB	-2.0434673333333335	NA	NA
FGD1	0.07987635866666666	NA	NA
FGD3	-0.4327123666666667	NA	NA
FGD5-AS1	0.6990277033333334	NA	NA
FGFR1	-0.2989419333333333	NA	NA
FGFR1OP	0.5911876333333334	NA	NA
FGFR1OP2	1.3957706666666665	NA	NA
FGFR3	-0.38240266666666667	NA	NA
FGFR4	-0.1633614	NA	NA
FGFRL1	-1.0446699666666666	NA	NA
FGGY	-0.34899600000000003	NA	NA
FH	0.2384866	NA	NA
FHIT	-0.3054925666666667	NA	NA
FHL1	0.06146299166666667	NA	NA
FHL2	0.682615280151367	1.49888046821817	NA
FHL3	-0.25892432	NA	NA
FHOD1	-0.9132076	NA	NA
FIBCD1	-0.626709	NA	NA
FIBP	-0.43150663333333333	NA	NA
FIG4	-0.2932033333333333	NA	NA
FIGNL1	0.09824893333333333	NA	NA
FIP1L1	0.7072836	NA	NA
FIS1	0.4183573666666667	NA	NA
FITM2	-0.5466114	NA	NA
FIZ1	-0.8382313666666666	NA	NA
FKBP10	-0.5657703000000001	NA	NA
FKBP11	-0.42956943333333336	NA	NA
FKBP14	1.2407106666666667	NA	NA
FKBP15	-0.7939410333333333	NA	NA
FKBP1A	0.005928991666666666	NA	NA
FKBP1AP1	-0.22100833333333333	NA	NA
FKBP2	-0.8978507666666666	NA	NA
FKBP3	0.23842256066666664	NA	NA
FKBP4	-0.4172666666666667	NA	NA
FKBP5	-0.22338794666666664	NA	NA
FKBP8	0.17579571666666666	NA	NA
FKBP9	-0.17397802	NA	NA
FKBP9P1	-0.15383133666666668	NA	NA
FKBPL	-0.2209770033333333	NA	NA
FKTN	-0.2936564	NA	NA
FLAD1	-0.16661658333333335	NA	NA
FLCN	1.9435623333333334	NA	NA
FLII	0.18681193333333332	NA	NA
FLJ10038	-0.5596708666666667	NA	NA
FLJ20021	0.28461391999999996	NA	NA
FLJ22184	-0.10351266666666668	NA	NA
FLJ23867	-1.0821161333333333	NA	NA
FLJ31306	-0.5045497999999999	NA	NA
FLJ44635	1.0544997666666667	NA	NA
FLJ46906	0.021783969999999996	NA	NA
FLNA	0.004074257333333331	NA	NA
FLNB	-1.2110616666666667	NA	NA
FLOT1	0.9634369666666667	NA	NA
FLOT2	-0.018485213333333333	NA	NA
FLT3LG	0.05081800000000001	NA	NA
FLVCR2	-0.5960676666666667	NA	NA
FLYWCH1	0.7285827333333333	NA	NA
FLYWCH2	-0.10062566	NA	NA
FMNL1	-0.12643028666666667	NA	NA
FMR1	1.2316050333333333	NA	NA
FN1	-0.8376233333333334	NA	NA
FN3KRP	-0.45337073333333333	NA	NA
FNBP1	0.651756683985392	1.25824976468529	NA
FNBP1L	1.32311781247457	1.15613370239969	NA
FNBP4	0.9358716333333333	NA	NA
FNDC3B	0.8297529666666666	NA	NA
FNTA	1.317215	NA	NA
FOCAD	-0.679556	NA	NA
FOPNL	0.9219423	NA	NA
FOS	-0.4710434466666667	NA	NA
FOSL1	-0.1733163	NA	NA
FOSL2	0.3951306333333333	NA	NA
FOXA1	0.6201933	NA	NA
FOXC1	0.836549	NA	NA
FOXD1	-0.4106413666666667	NA	NA
FOXD2-AS1	-0.21151833333333334	NA	NA
FOXJ2	0.617343	NA	NA
FOXJ3	0.6880426666666667	NA	NA
FOXK1	1.233242	NA	NA
FOXK2	0.4245697	NA	NA
FOXM1	0.4687408	NA	NA
FOXN3	1.8686876666666667	NA	NA
FOXO1	0.5787417466666667	NA	NA
FOXO3	1.450739	NA	NA
FOXO4	0.544197	NA	NA
FOXO6	0.8071243	NA	NA
FOXP1	0.9786609666666667	NA	NA
FOXP4	0.4907277333333333	NA	NA
FOXRED1	-0.3525927	NA	NA
FOXRED2	-1.9456436666666668	NA	NA
FPGS	-0.030230363333333333	NA	NA
FRA10AC1	0.6407252999999999	NA	NA
FRAT2	0.2515554333333333	NA	NA
FRG1	-0.012318696666666665	NA	NA
FRG1B	-1.1356983333333333	NA	NA
FRMD4A	-0.6131024666666667	NA	NA
FRMD6	1.8643056666666666	NA	NA
FRMD8	-1.02327	NA	NA
FRS3	0.8946767666666667	NA	NA
FSCN1	0.450451374053955	1.18862661128803	NA
FSD1	-0.16203063	NA	NA
FSTL3	-0.8486593333333333	NA	NA
FTH1	1.048494	NA	NA
FTH1P3	1.0445779666666666	NA	NA
FTL	0.5546619	NA	NA
FTO	0.4604387	NA	NA
FTSJ1	-0.6031136333333333	NA	NA
FTSJ2	-0.8356377333333334	NA	NA
FTSJ3	-0.6578148333333333	NA	NA
FTX	0.30330804666666666	NA	NA
FUBP1	0.6337029	NA	NA
FUBP3	0.7181599666666666	NA	NA
FUCA1	0.216477314631144	1.99925693650754	NA
FUCA2	-0.08824936666666666	NA	NA
FUK	-0.7531909333333333	NA	NA
FUNDC1	0.8259743333333334	NA	NA
FUNDC2	0.4856649666666667	NA	NA
FUOM	-0.3520434	NA	NA
FURIN	-0.5816243666666666	NA	NA
FUS	-3.8013416666666666	NA	NA
FUT10	-0.33748233	NA	NA
FUT8	-0.004100566666666657	NA	NA
FXN	0.031401000000000005	NA	NA
FXR1	1.2309913666666668	NA	NA
FXR2	0.6231806333333333	NA	NA
FXYD3	-0.4037229333333333	NA	NA
FYCO1	-1.0941948	NA	NA
FYTTD1	1.838013	NA	NA
FZD1	-0.03653041333333334	NA	NA
FZD2	-0.13856696666666668	NA	NA
FZD4	-0.5929713999999999	NA	NA
FZD6	0.24623773333333335	NA	NA
FZD7	0.7464427333333333	NA	NA
FZR1	0.6096800333333333	NA	NA
G3BP1	-0.22396771000000001	NA	NA
G3BP2	0.576274077097575	1.62196937502858	+
G6PC3	-0.5499491666666667	NA	NA
G6PD	-0.13915759	NA	NA
GAA	-0.364034016927083	1.22423434959652	NA
GAB2	1.8532060000000001	NA	NA
GABARAP	0.7006497333333334	NA	NA
GABARAPL2	0.5864927000000001	NA	NA
GABPB1	1.5625116666666667	NA	NA
GABPB1-AS1	-0.8479651	NA	NA
GABPB2	-0.010850900000000024	NA	NA
GABRD	-0.5473067	NA	NA
GAD1	-0.1562687	NA	NA
GADD45A	3.6536123333333332	NA	NA
GADD45B	1.9936226666666668	NA	NA
GADD45GIP1	0.0772790908813477	0.131375127278545	NA
GAK	-0.748174031575521	2.73903738108101	+
GAL	-0.189030171	NA	NA
GALE	-1.3941403333333333	NA	NA
GALK1	-0.10638016	NA	NA
GALK2	0.657945	NA	NA
GALNS	-0.26742951075236	0.961363585689211	NA
GALNT1	1.0252436666666667	NA	NA
GALNT10	-0.46466066666666667	NA	NA
GALNT11	0.15231994333333332	NA	NA
GALNT12	-1.007639	NA	NA
GALNT14	-0.369582	NA	NA
GALNT18	-0.9118900333333333	NA	NA
GALNT2	-0.417870998382568	2.15079801135537	+
GALNT3	1.6612273	NA	NA
GALNT6	-0.9876056666666666	NA	NA
GALNT7	0.21215596666666667	NA	NA
GALT	-0.4118417	NA	NA
GAMT	0.34082937	NA	NA
GAN	1.806065	NA	NA
GANAB	-0.6220679333333333	NA	NA
GAPDH	-0.5530869333333334	NA	NA
GAPVD1	0.6481186380333334	NA	NA
GAR1	0.03777553333333334	NA	NA
GARS	0.18548457000000002	NA	NA
GART	-0.4928202666666667	NA	NA
GAS2L1	0.15352635666666667	NA	NA
GAS5	1.1365826333333333	NA	NA
GAS6	-0.05803632833333332	NA	NA
GAS8	-0.5695749999999999	NA	NA
GATA2	1.7250493333333332	NA	NA
GATA3	-0.4950830333333333	NA	NA
GATA3-AS1	-0.7679429333333333	NA	NA
GATAD1	0.8030546666666667	NA	NA
GATAD2A	0.8047582	NA	NA
GATAD2B	0.8791254333333334	NA	NA
GATC	0.4273606	NA	NA
GATS	-0.9989422333333333	NA	NA
GATSL2	-0.05535296333333333	NA	NA
GATSL3	0.9582512666666667	NA	NA
GBA	-1.002332	NA	NA
GBA2	-0.21109829	NA	NA
GBAP1	-0.9934039666666666	NA	NA
GBAS	1.2113183	NA	NA
GBE1	-1.250647	NA	NA
GBF1	0.04834588433333334	NA	NA
GCA	0.655152638753255	0.845118424502024	NA
GCAT	0.5096263666666667	NA	NA
GCC1	0.6226423	NA	NA
GCDH	-0.23671029666666665	NA	NA
GCFC2	2.080355	NA	NA
GCH1	1.0866293666666667	NA	NA
GCHFR	0.5628845	NA	NA
GCLC	0.6988287	NA	NA
GCN1L1	-0.7934957	NA	NA
GCNT1	0.7281886666666667	NA	NA
GCSH	0.9950289	NA	NA
GDAP2	1.0245817	NA	NA
GDE1	0.6171411	NA	NA
GDF1	-1.1277413233333333	NA	NA
GDF11	-0.1988403	NA	NA
GDF15	4.389198333333333	NA	NA
GDI1	0.05042696066666667	NA	NA
GDI2	0.2453793	NA	NA
GDPD1	-0.18884426666666665	NA	NA
GDPD3	-0.0284902254740397	0.134912018608547	NA
GDPD5	-0.6149353333333334	NA	NA
GEMIN2	0.3222264	NA	NA
GEMIN4	-1.740633	NA	NA
GEMIN5	-0.3917290333333333	NA	NA
GEMIN6	-0.2550173666666667	NA	NA
GEMIN7	-0.7140844666666667	NA	NA
GEMIN8	-0.8080597666666667	NA	NA
GET4	0.4602389333333333	NA	NA
GFER	0.8438469666666667	NA	NA
GFI1	-0.3410506	NA	NA
GFM1	0.6288096666666666	NA	NA
GFM2	0.5127416233333333	NA	NA
GFOD2	0.29115696666666663	NA	NA
GFPT1	1.4569094	NA	NA
GFPT2	-1.2298046666666667	NA	NA
GFRA1	-0.737407366434733	1.88160413041161	NA
GGA1	-0.11593396666666667	NA	NA
GGA2	-0.9781253	NA	NA
GGA3	-0.09720072666666667	NA	NA
GGCT	1.0670827333333333	NA	NA
GGCX	-0.7453523333333334	NA	NA
GGH	0.4870706633333333	NA	NA
GGNBP2	1.2789076333333333	NA	NA
GGPS1	-0.34003666666666665	NA	NA
GGT6	-0.8142088666666666	NA	NA
